M671408932892602368,1, خطه الهلال في الموسم الحالي بقياده الحكم المحلي طيح وخذ بلنتي عروض محليه بلنتي في كل جوله واحتساب تسلل على ا ,sarcasm,
M671410427495096320,1, دلعني يا حكم انا من دونك ضايع مادامك ي هلال خرجت من الاسيويه ف رح تتدلع محليا لك الله يا اهلي الهلال_التعاون,sarcasm,
M671409404399480832,1, دوري_جميل الهلال_التعاون اللي معاه الحنفوش احسن من اللي مامعهوش ,sarcasm,
M671408410257174528,92, ديقاو الميدا تسمع صوت صياح الميدا طنشهم اكيد حقين المركز السادس الهلال_التعاون ,sarcasm,
M671408687446138880,34, رجاا الي برا البطوله يقصر صوته الهلال_التعاون,sarcasm,
M671414092293345280,1, رجاا الي فريقه خارج بطوله ولي العهد لايزعجنا الهلال_التعاون الهلال,sarcasm,
M671414440038920192,11, رجااا اصحاب المراكز البعيده يستخدمون مكبر صوت ما نسمع صياحهم الهلال_التعاون ,sarcasm,
M671411892317982720,4, زيد الصبر زيدوووووه الهلال_التعاون ,sarcasm,
M671408341135065088,16, سعد كميل بعد ان تعب من التبرير للحنفوش اخيرا اقر ان هناك بلنتي للتعاون التعاون_الهلال الهلال_التعاون ,sarcasm,
M671408369144635392,1, سعد كميل طلب اعطااه فرصه للحكم على بعض الحالات راح يستغفر ربه على اللي قاله وبيكمل الهلال_التعاون,sarcasm,
M671412568188145664,1, سعد كميل وهقهم يا اخوان اعترفوا فيه قبل الفاصل وعقب الفاصل تراجع عن القرار الهلال_التعاون الجميع_تضرر_من_ا ,sarcasm,
M671408512220725248,1, سمعني_صياحك ياهوه ما اسمعك صوتك بعييييييد ارفع صوتك الهلال الهلال_التعاون ,sarcasm,
M671409683656278016,111, سؤال يا شيخ لو سمحت من هو الفريق الذي يصيح ويبكي بعد كل مباراه للهلال جواب الشيخ الهلال_التعاون ,sarcasm,
M671414970131828736,1, سيد مطرف القانون الجديد مافيه فقره تقول اذا كان الهلال متضرر فان الهدف يكون تسلل تاكد بارك الله فيك الهلال_التعاون,sarcasm,
M671409142150668288,4, شكرا_شكري الهلال_التعاون الجميع_تضرر_من_التحكيم_الا_الهلال ان كنت ناسي افكرك زيدوا الصياح ,sarcasm,
M671412262607933440,1, شكرا_شكري الهلال_التعاون هل هذا مشجع نصراوي او للتعاون اخي انت بالمركز السادس ولست منافس فلماذا الزعل ,sarcasm,
M671409830071025664,1, صافره الحكم هي من جلبت لهم البطولات المحليه وهي من جعلتهم يفحطون للعالميه اللهم لك الحمد الهلال_التعاون,sarcasm,
M671408695033634816,3, صدق او تصدق صاحب هذا البلنتي يصيح على تحكيم اليوم وهو خارج البطوله الهلال_التعاون ,sarcasm,
M671408844103372800,2, صراحه فيه ظلم بالمباراه المفروض الي يتاهل النصر الهلال_التعاون,sarcasm,
M671416408836874240,3, صياح فاخر الهلال_التعاون,sarcasm,
M671411082427281408,4, صياحهم وصل للملك لاحول ولاقوه الا بالله الهلال_التعاون ,sarcasm,
M671413382059327488,1, طارق_الحماد اذا قال لك كميل شي ثاني مره لا تناقشه اذا قال لك هدف قل سم طال عمرك لا تناقش يزعلون بعضهم ترى الهلال_التعاون,sarcasm,
M671408478481698816,4, طنش ياحنفوش وخل درب البطوله مفروش الهلال_التعاون التعاون_الهلال,sarcasm,
M671415910431879168,1, طيحات عزوز اليوم اكثر من بطولات النصر الهلال_التعاون,sarcasm,
M671413036163403776,2, عاااجل نواف بن سعد يقدم هديه تذكاريه لشكري الخنشوف ويضمه مع اللاعبين ليستلم مكافات الفوز الهلال_التعاون,sarcasm,
M671408353353056256,15, عاجل ايقاف ناصر الشمراني مباريتين لسوا سلوكه مع اداري التعاون اللي معصب وناصر يهوي عليه الهلال_التعاون ,sarcasm,
M671410651517046784,12, عاجل توقعات ايقاف مهاجم الهلال الميدا لضربه لاعب التعاون بالكووع ننتظر ونشوف او بس لجنتكم ع جمهور الاتحاد والسومه اله ,sarcasm,
M671411907367206912,3, عاجل لجنه الانضباط توقف ديقاو مبارتين لانه كسر المكرفون يالجنه الانضباط وش صار ع السهلاوي وشراحيلي والسومه الهلال_التع ,sarcasm,
M671408442255495168,8, عاجل وحصري اداره الهلال تطالب الناقل الرسمي بمسح شريط المباراه توهقوا هم عارفين الحكم الحنفوش يساعدهم بس مو زي كذا ههه ,sarcasm,
M671408762700308480,4, عزيزي الاصفر الصغير عاد الحين مالك غير الفوده اقعد استناه هههههههههههههه الهلال_التعاون ,sarcasm,
M671415498941308928,6, على مر التاريخ فوده وبلقوله والكابلي وعبدالرحمن الزيد وابوزنده واليوم الحنفوش كم انت نزيه ياهلال الهلال_التعاون,sarcasm,
M671409745186693120,1, عينه من الخبول جعلهم ما يكثرون الهلال_التعاون ,sarcasm,
M671416159028305920,3, غرق الغرقان اكثر الهلال_التعاون ,sarcasm,
M671415862189010944,1, فاصل كوميدي الهلال_التعاون ,sarcasm,
M671409182101397504,1, فقط_في_الدوري_السعودي تجلد فريق وفريق ثاني يبكي انا قلت النصر ما قلت الهلال_التعاون ,sarcasm,
M671411194922704896,1, فوز جميل ورائع والاروع منه هو الغاا هدف صحيح وبلنتي صحيح ممتاز ممتاز هذا كله وللحين لاعبينا ما اخذو منشطات يالله لك الحمد ,sarcasm,
M671410485015769088,7, فيه صوت طالع من البير بس ما اسمعه زين ارفع صوتك اكثر مو وااااصل الهلال_التعاون ,sarcasm,
M671412337685958656,1, قلت البطولات موجهه قالوا تبالغ هو وقح بس للامانه لعبها صح اعطيكم كل اللي تبون بس تحموني وفعلا خففواعنه واصبحوا يدافعوا ,sarcasm,
M671413078727241728,1, قهر ليت فزنا بالغش الهلال_التعاون ,sarcasm,
M671414023582310400,4, كل لاعب وله نهايه لكن المشكله مو هنا المشكله ان محمد نور ودع الكوره والهلال باقي ما وصل العالميه وداعا_نور الهلال_ال ,sarcasm,
M671411274929086464,1, كلمه اقولها لتعاونين مو عشانكم لابسين اصفر اي طيحه لكم بلنتي هذي ميزه خاصه بالنصر الهلال_التعاون,sarcasm,
M671408437000015872,18, لااااااا تعليق على حكم مباراه الهلال_التعاون عطوهم الكاس والدوري وفكونا,sarcasm,
M671411188337647616,1, لاعب الهلال غلط ومسك يد لاعب التعاون يظن انها يده الهلال_التعاون ,sarcasm,
M671409138904133632,5, لجنه التحكيم تحتاج لربيعه لفصل التوئم بين الهلال و لجنه التحكيم الهلال_التعاون,sarcasm,
M671412712627306496,1, لجنه_الحكام حنفوشيات التعاون_الهلال الهلال_التعاون من نعم الله على الكره الشريفه ان حكام اسيا ليسوا محليين,sarcasm,
M671414480224522240,3, لساتني اعرف ان اللي مركزهم السادس وجالسين لهم صياح بدل التعاونيين خارجين من بطوله ولي العهد مفترض تختفون ياوسع وجيهكم ,sarcasm,
M671410333739798528,3, لقمه العيش صعبه يالحنفوش الهلال_التعاون ,sarcasm,
M671415496940605440,1, لك ذكريات سيئه مع مباريات الهلال_التعاون يامطرف كانت اخر مباراه لك صح لسى مانسينا بلنتي العابد ياحكم ,sarcasm,
M671410883520831488,3, لهدرجه منجلط من عمك حتى المباراه ماتدري بالدوري او بالكاس الهلال_التعاون ,sarcasm,
M671415848926507008,1, لو فعل نجران مايفعله الهلال مع الحكام لاكان متصدر دوري جميل الهلال_التعاون الدفع_المساعدي,sarcasm,
M671410304908181504,1, لولا التحكيم لا كان دولاب الكؤوس في نادي الهلال خالي الهلال_التعاون,sarcasm,
M671410976420470784,1, ما الوم شكري الرجال يبي ياكل عيش هو والجماعه الي معه الله يرحم ايام مطرف طردوه عشان بلنتي الهلال_التعاون التعاون_ا ,sarcasm,
M671409705294684160,2, ما بقى الا يلبسون الحكام طقم الهلال ويتفلتون في الملعب التحكيم_الهلالي الهلال_التعاون,sarcasm,
M671410064394207232,1, ماجابوا حالات جدليه بين شوطي الهلال_التعاون معهم حق وش يجيبوون ووش يخلوون الشوط الاول كله حالات جدليه ,sarcasm,
M671408380775415808,12, ماذا فعلت ياحنفوووش للدرجه هذي مخروووش والا على وجهك طربوش الظلم ظلمات وجحووش و وحوووش الهلال_ا ,sarcasm,
M671409097003155456,8, ماشاا الله النصراويين بدوا يستخدمون مكبرات الصوت صرناا نسمعهم وهم بالسادس الهلال_التعاون,sarcasm,
M671408694475759616,1, ماعليش بسالكم وشفيهم كذا ماناقص الانقشرهم الهلال_التعاون ,sarcasm,
M671408625890566144,1, مالهم الا يضحكون على مسرحيه الحنفوش ما فيه شي يستاهل انهم يحللون عليه الهلال_التعاون ,sarcasm,
M671412839001808896,3, متستمتع بصياح ولطم النيشيموريين في التايم لاين الهلال_التعاون,sarcasm,
M671415563344826368,3, مجرد_راي واقتراح بطوله الدوري خلوها بطولتين بطوله عطوها الهلال مباشره وبطوله تتنافس فيها بقيه الانديه الهلال_التعاون ,sarcasm,
M671414503913967616,1, محلي يضبط محلي لجنهالمهنا_التعاون هذا تاق المباراه وليس الهلال_التعاون,sarcasm,
M671409015570698240,10, مشكله التعاون يتوقع كل الانديه مثل النصر الهلال_التعاون,sarcasm,
M671412979141877760,5, مصادرنا الخاصه تؤكد شراا طاقيه نوع فاخر للحكم الكويتي محل mbc pro الهلال_التعاون,sarcasm,
M671413283069513728,5, مع الخنفوش ماتخافوش الهلال_التعاون,sarcasm,
M671412857704218624,1, معذورين عذبناهم بنيشيمورا محاوله رد اعتبار الهلال_التعاون ,sarcasm,
M671408689350352896,6, منقول انفراده صريحه بالمرمى يلغى بداعي التسلل ركله جزاا خياليه لا طحت يا زعيم شالوك بالتحكيم الهلال_التعاون ,sarcasm,
M671409078250393600,1, نادر ما اغرد بس هذول صياحيهم والله مميز ويطرب الهلال_التعاون ,sarcasm,
M671409414239309824,12, نادي البشوت يمشي ويشوت الهلال_التعاون,sarcasm,
M671409212338118656,10, نادي الهلال لو رجعت لكل بطولاته تجده بالضبط زي العقيم واخر الشهر مبشر بولد او بنت دفع_خنفوشي الهلال_التعاون ,sarcasm,
M671411135942402048,1, نادي بشوت يمشي ويشوت سمعني صياححهم الهلال_التعاون,sarcasm,
M671414153295343616,3, نادي لا يشارك ف بطوله ولي العهد وجماهيره واعلامه اكثر من يتحدث الان من هو هذا النادي الهلال_التعاون,sarcasm,
M671408442356146176,1, ناصر الشمراني يسلم عليكم ويقول وين الشرخ اللي بالملعب دورناه ومالقيناه الهلال_التعاون سمعني_صياحك ,sarcasm,
M671414962259156992,13, هاااا ياطويل العمر الحين مبسوط مني اقدر اخذ الاشاره الدوليه الهلال_التعاون ,sarcasm,
M671413198298435584,2, هذا الكاس يا قوميز اجل بالدوري تبغى تقطع الكرفته الهلال_التعاون ,sarcasm,
M671411206821978112,2, هذا كاس كاس ولي العهد لو انه دوري كان اشوى والله اللي انت في وادي والكوره في وادي الهلال_التعاون ,sarcasm,
M671410406729064448,1, هذي حتى المطبخ ما تدخله الرشاش يا اخوان الهلال_التعاون ,sarcasm,
M671411114639536128,6, هردلك التعاون مبروك لكم الحكام قروب_العالمي_عالمي الهلال_التعاون ,sarcasm,
M671412275811639296,3, هلالي كاتب بعد المباراه الصداره لك عرش واجلس ي ملك لا حول ولا قوه الا بالله علموه ان المباراه ف كاس ولي العهد اله ,sarcasm,
M671410157964926976,1, هيا بنا الى دور 8 سمعوني صياحكم الهلال_التعاون طلال مبروك,sarcasm,
M671409924736458752,5, واضح انه مفتح عيونه ونام كويس البارح احسنت اضغط_المضغوط_اكثر الهلال_التعاون ,sarcasm,
M671413028487831552,7, والله العظيم مباراه اليوم بين الهلال_التعاون ليست في الدوري هذي نهايه النسخ من القروب ,sarcasm,
M671411283187646464,2, والله وطلع لك ريش الهلال_التعاون الجميع_تضرر_من_التحكيم_الا_الهلال ,sarcasm,
M671415621104570368,1, وانت طاح مستوى الهلال نشيلك ي هلال عمر المهنا الهلال_التعاون,sarcasm,
M671415057494986752,3, وربي مايحتاج سينماا هم يكفون ومايضحوكني الااذا تكلموا عن التحكيم ولولى التحكيم كان شفناهم ينافسون في دوري ركاا ,sarcasm,
M671413000721604608,1, وش هالخطبه يعني تحولتوامن مشجيعين الى مطاوعه كمان تعرفون تخطبون لقطه ختام ايه الخطيب الهلال_التعاون ,sarcasm,
M671416163302273024,1, وصفو الهلال ب النادي الصياح هم شايفين اعلامهم حاليا في هذي الساعه ولا لا الهلال_التعاون اكشن_يا_دوري,sarcasm,
M671408984012779520,1, وصلتني صور لبربرتهم وانا للاسف معطيهم بلوك اللي يتابعهم يبلغهم ان المباراه في كاس ولي العهد الهلال_التعاون ,sarcasm,
M671414142880845824,3, وصلوا منشن الملك جديده صياح على طريقه ملكيه الهلال_التعاون ,sarcasm,
M671408733742845952,1, وضع الهلالي الان مايقدر يقول اول مره يساعدنا الحكم ولا يقدر يقول الحكم قراره صح ولا يقدريفرح الخنفوش كب العشاا ,sarcasm,
M671411805584011264,4, ول ول وصلت لمسكين الله ملكنا الغالي اصلا هوه هلالي نادي حكومه ي بوي زيد الصياح الهلال_التعاون النصر ,sarcasm,
M671415885165436928,2, وللمجد بقيه تعرفون تقلدون ولا لا الهلال_التعاون ,sarcasm,
M671409092490063872,10, ونا اقول ليش دونيس ملعب 5 من الاحتياط و مريح اللاعبين الاساسيين طلعو مضبطين وضحهم مع شكري حنشوف الهلال_التعاون,sarcasm,
M671413897560240128,1, ويقولون ليش ما وفقنا باسياا الهلال_التعاون,sarcasm,
M671408934796853248,1, وين البلنتي فالموضوع الهلال_التعاون ,sarcasm,
M671413448836825088,1, يا عماار يا جحفلي اشتئنا والله لا احد يشرد من التاق هههههه الهلال_التعاون,sarcasm,
M671408832652943360,1, يا ملكنا الشعب يطالب بعزل ناديا الهلال والنصر عن المنافسه الشريفه بعمل بطولات خاصه بهم بعيدا عن باقي الانديه ,sarcasm,
M671411047169937408,13, ياالي بالمركز السادس ارفع صوتك ما نسمعك الهلال_التعاون سمعني_صياحك افضل_صياح صياح_المركز_السادس ,sarcasm,
M671409145996791808,7, ياحنفوش من الرياض اشوفها بلنتي الهلال_التعاون ,sarcasm,
M671412743229018112,9, يازعماا انا بس تخيلت ان حارسنا اليوم السديري جاني هبووووط الحمدلله انه نكبنا بدري والا كان علووم الهلال_التعاون,sarcasm,
M671415469073670144,1, ياهبيبي تراك غادي الهين ترا الاتهاد جابها بعد الهلال اسال قبل توهق الهلال_التعاون,sarcasm,
M671411302351400960,3, يسرني ان ابارك لجمهور نادي الهلال حصوله على جميع البطولات المحليه مقدما طالما عاد الدلال التحكيمي لناديكم الهلال_التعاون,sarcasm,
M671409641998389248,1, يسلم عليكم سعد كميل ويقول ماعليك منهم عقولهم صغيره الهلال_التعاون ,sarcasm,
M671416028174393344,1, يعني بيقنعني انهم مش متعوده دايما الهلال_التعاون ,sarcasm,
M671414190947594240,1,ابشركم مششت الهلال_التعاون ,sarcasm,
M671415462815784960,1,ابن امك ماتعطينا بلنتي حنا زعييمممم الهلال_التعاون ,sarcasm,
M671408986932035584,1,اتحداكم تقولون شكري الحنفوش حنفش التعاون3مرات الهلال_التعاون,sarcasm,
M671409761104064512,1,اجمل سمفونيه تسمعها تجلد اصفر القصيم ويصيح اصفر الرياض الهلال_التعاون,sarcasm,
M671409886543126528,1,احتساب تسلل وتمهيد الفريق لكاس ابونا الهلال_التعاون ,sarcasm,
M671416088224251904,1,اخبار راعي المركز الثامن النصر الهلال_التعاون,sarcasm,
M671416328482381824,1,اخوانا اللي في المركز السادس طلعوا يحسبون المباراه في الدوري ماهذا الهلال_التعاون,sarcasm,
M671416090929532928,1,اخي الفقراوي من فوائد الليمون انه يساعد على الشعور بالراحه شايفين كيف نبي راحتكم الهلال_التعاون ,sarcasm,
M671415841494278144,1,اذا ازعجك الطفل بالصياح اعطه هاذي الهلال_التعاون ,sarcasm,
M671408607846637568,1,اذا جاك ولد سمه حنفوش الهلال_التعاون,sarcasm,
M671412914994208768,1,اصحاب المركز السادس للحين يتنفسون سبحان الله يحيي العظام وهي رميم الهلال_التعاون,sarcasm,
M671416327513460736,1,اعضاا قروب خيره نفس الكلام ونفس الصياح ونفس التغريدات ما الومهم معزبهم عاوز كدا لاشغال الجمهور عن حال ناديهم الهلال_التعاون,sarcasm,
M671410773734891520,1,افضل شيا في الحياه هو ان تستيقظ في الصباح الباكر وتستمع الى انغام صياح النصراويه الهلال_التعاون فريق_ابو_صياح بس_اقول,sarcasm,
M671411057664106496,1,اكثر اللي يصايحون هنا يقولون عشان كذا الهلال مايتوفقون باسيا ع اساس هم متعدين دور المجموعات الهلال_التعاون,sarcasm,
M671410911765258240,1,اكسبوا الاجر و ادعوا لجماهير النصر بتخيف البلاا الذي حدث لهم بعد فوز الهلال اللهم الطف بهم وتولهم برحمتك وخفف مصابهم الهلال_التعاون,sarcasm,
M671412810287550464,1,الاسم شكري الحنفوش الوظيفه ابو زنده الهلال_التعاون,sarcasm,
M671414592480919552,1,البطولات المحليه تتفوق على كل بطولات العالم والسبب معروف الحكام في السعوديه مع الهلال هنا تكمن قوه كرتنا مبروك للبشوت الهلال_التعاون,sarcasm,
M671415482633854976,1,البيك عاااالم مستغلين حضور الهلال والبيك الهلال_التعاون,sarcasm,
M671411446937464832,1,التعاون تسلل غير صحيح وهدف ملغي وضربه جزاا لم تحتسب وش تبي اكثر يا الهلال خلاص عطوه البطوله الهلال_التعاون,sarcasm,
M671409121376264192,1,الحمد لله ان الحكم ما زعل ولد عمي اللي راح يحضر المباراه الهلال_التعاون,sarcasm,
M671416135523418112,1,الحوثي وصل نجران والشيعه محتشدين بالقطيف ال سلول همهم بس الموحدين اقوياا العقيده اما الباقين ممكن يردونهم لطاوله الحوار الهلال_التعاون,sarcasm,
