"V1","V2"
"الفجور","negative"
"الفران","negative"
"الفساد","negative"
"الفسقه","negative"
"الفشل","negative"
"الفقر","negative"
"الفلس","negative"
"الفوضوي","negative"
"الفوضى","negative"
"القاتل","negative"
"القبض","negative"
"القتل","negative"
"القتلى","negative"
"القتنه","negative"
"القدح","negative"
"القذاره","negative"
"القذر","negative"
"القذرة","negative"
"القذره","negative"
"القرد","negative"
"القردة","negative"
"القرده","negative"
"القرود","negative"
"القزم","negative"
"القسري","negative"
"القصاص","negative"
"القطيع","negative"
"القمع","negative"
"القهر","negative"
"الكاذبه","negative"
"الكافر","negative"
"الكافرين","negative"
"الكذاب","negative"
"الكذابون","negative"
"الكذابين","negative"
"الكذب","negative"
"الكذبه","negative"
"الكراهيه","negative"
"الكره","negative"
"الكلاب","negative"
"الكلب","negative"
"الكلبه","negative"
"اللؤم","negative"
"اللامبالاه","negative"
"اللبراليه","negative"
"اللطامة","negative"
"اللطم","negative"
"اللعنات","negative"
"اللعنه","negative"
"اللكم","negative"
"اللمز","negative"
"الله لايسامحك","negative"
"الله ياعنك","negative"
"الله يحرقك","negative"
"الله يخسه","negative"
"الله يشلهم","negative"
"الله يلعن","negative"
"الله يلعنكم","negative"
"الله ينتقم","negative"
"الله يهلك","negative"
"الله يهلكه","negative"
"اللهم احرق","negative"
"اللهم اخذل","negative"
"اللهم اخنق","negative"
"اللهم اضرب","negative"
"اللهم العن","negative"
"اللهم انتقم","negative"
"اللهم انصرنا","negative"
"اللهم انصرهم","negative"
"اللهم اهزم","negative"
"اللهم اهلك","negative"
"اللهم اهلكه","negative"
"اللهم فرج","negative"
"اللهم مزق","negative"
"اللوطي","negative"
"اللوم","negative"
"المؤامره","negative"
"المؤسف","negative"
"المارقين","negative"
"المبتدع","negative"
"المتباكون","negative"
"المتباكين","negative"
"المتذبذبين","negative"
"المتزلف","negative"
"المتسلق","negative"
"المتسلقين","negative"
"المتضرر","negative"
"المتطاولين","negative"
"المتطرف","negative"
"المتطرفين","negative"
"المتلون","negative"
"المتناقضين","negative"
"المتهالك","negative"
"المجازر","negative"
"المجرم","negative"
"المجرمه","negative"
"المجرمه جرائمها","negative"
"المجرمون","negative"
"المجرمين","negative"
"المجوس","negative"
"المجوسي","negative"
"المجوسيه","negative"
"المحتجين","negative"
"المحتله","negative"
"المحرض","negative"
"المحرضين","negative"
"المحزن","negative"
"المحن","negative"
"المحنه","negative"
"المخانيث","negative"
"المخاوف","negative"
"المختطفين","negative"
"المخدرات","negative"
"المخزي","negative"
"المخلوع","negative"
"المخنز","negative"
"المذله","negative"
"المرتبك","negative"
"المرتد","negative"
"المرتدين","negative"
"المرتزقة","negative"
"المرتزقه","negative"
"المرواه","negative"
"المزيفه","negative"
"المستبده","negative"
"المستبدين","negative"
"المستنكرة","negative"
"المسعوره","negative"
"المسكين","negative"
"المسلح","negative"
"المشؤوم","negative"
"المشانق","negative"
"المشرك","negative"
"المشينه","negative"
"المصيبه","negative"
"المضطهدين","negative"
"المضللين","negative"
"المطبلين","negative"
"المطرفين","negative"
"المظالم","negative"
"المظلومين","negative"
"المعاديه","negative"
"المعتوه","negative"
"المعفنه","negative"
"المعمم","negative"
"المغتصبين","negative"
"المغدور","negative"
"المغضوب","negative"
"المفتري","negative"
"المفسدون","negative"
"المفسدين","negative"
"المقهوره","negative"
"الملاعين","negative"
"الملتوي","negative"
"الملعونه","negative"
"الممنوعين","negative"
"المنافق","negative"
"المنافقون","negative"
"المنافقين","negative"
"المنحط","negative"
"المنحله","negative"
"المنشق","negative"
"المنكر","negative"
"المنهكه","negative"
"المهاجمين","negative"
"المهانه","negative"
"المهزله","negative"
"الموت","negative"
"الموس","negative"
"النتن","negative"
"النتنه","negative"
"النجس","negative"
"النجسة","negative"
"النجسه","negative"
"النحر","negative"
"النحس","negative"
"النخوه","negative"
"النذاله","negative"
"النزاع","negative"
"النفاق","negative"
"النكره","negative"
"النميمه","negative"
"النيل","negative"
"الهائمة","negative"
"الهاربه","negative"
"الهال","negative"
"الهالك","negative"
"الهاويه","negative"
"الهجوم","negative"
"الهزائم","negative"
"الهزائم ","negative"
"الهلع","negative"
"الهمجيه","negative"
"الهوان","negative"
"الهياط","negative"
"الواطي","negative"
"الواهمين","negative"
"الوبال","negative"
"الوثنية","negative"
"الوريبضه","negative"
"الوساخه","negative"
"الوسخ","negative"
"الوضيع","negative"
"الوطه","negative"
"الوغد","negative"
"الوقاحه","negative"
"الوقحة","negative"
"الوقحه","negative"
"الويلات","negative"
"الى جهنم","negative"
"الى نار","negative"
"امعه","negative"
"امننا","negative"
"انبحوا","negative"
"انتقادات","negative"
"انتقاما","negative"
"انتقاميه","negative"
"انتقد","negative"
"انتقدت","negative"
"انتقم","negative"
"انتهاك","negative"
"انتهاكات","negative"
"انجس","negative"
"انحراف","negative"
"انحلال","negative"
"انفجر","negative"
"انفصالي","negative"
"انفصام","negative"
"انقهروا","negative"
"انكر","negative"
"انكوت","negative"
"انكى","negative"
"انهبلوا","negative"
"انهكتنا","negative"
"انهيار","negative"
"انين","negative"
"اهانته","negative"
"اهانه","negative"
"اهبل","negative"
"أهبل","negative"
"اهلك","negative"
"أهلك","negative"
"اوباش","negative"
"اوجعهم","negative"
"اوسخ","negative"
"اوكارهم","negative"
"بؤساا","negative"
"بئس","negative"
"بائس","negative"
"بائسه","negative"
"باحتلال","negative"
"باختراق","negative"
"باطل","negative"
"باع","negative"
"بالاحتلال","negative"
"بالاسااه","negative"
"بالتهديد","negative"
"بالذعر","negative"
"بالسب","negative"
"بالقتل","negative"
"بالكذب","negative"
"باللعار","negative"
"بالنبح","negative"
"بالهجمه","negative"
"باهضا","negative"
"باي باي","negative"
"بتأويل","negative"
"بتهديد","negative"
"بجريمه","negative"
"بجهنم","negative"
"بخوفه","negative"
"بداعش","negative"
"بداية النهاية لحكم","negative"
"بذااه","negative"
"برد","negative"
"برشوه","negative"
"بسقوطهم","negative"
"بشاعه","negative"
"بشعه","negative"
"بصقه","negative"
"بطيئا","negative"
"بعنف","negative"
"بغال","negative"
"بغبااك","negative"
"بغيض","negative"
"بقتل","negative"
"بقتلى","negative"
"بقذارتهم","negative"
"بقرات","negative"
"بكره","negative"
"بلا حياا","negative"
"بلا قيمه","negative"
"بلاؤها","negative"
"بلاا","negative"
"بلاطجه","negative"
"بلبله","negative"
"بلطجيه","negative"
"بمقتل","negative"
"بنموت","negative"
"بهايم","negative"
"بهجومه","negative"
"بهلاكه","negative"
"بهيمي","negative"
"تائه","negative"
"تازيم","negative"
"تافه","negative"
"تألم","negative"
"تبا","negative"
"تباكون","negative"
"تبدد سلطانكم","negative"
"تبرات","negative"
"تبرير","negative"
"تبكي","negative"
"تبن","negative"
"تتباكون","negative"
"تتحطم","negative"
"تتخوف","negative"
"تتطاول","negative"
"تتغمس","negative"
"تتهم","negative"
"تجريده","negative"
"تحارب","negative"
"تحت جزمة","negative"
"تحتج","negative"
"تحذر","negative"
"تحريض","negative"
"تحريضهم","negative"
"تحظر","negative"
"تحيزه ضد","negative"
"تخاذل","negative"
"تخاف","negative"
"تخبطهم","negative"
"تختطف","negative"
"تخجل","negative"
"تخرب","negative"
"تخريب","negative"
"تخسون","negative"
"تخسى","negative"
"تخلصنا","negative"
"تخلف","negative"
"تخون","negative"
"تخويف","negative"
"تخوينه","negative"
"تدخلا","negative"
"تدس","negative"
"تدليس","negative"
"تدليسا","negative"
"تدمر","negative"
"تدمير","negative"
"تدميريه","negative"
"تدنيس","negative"
"تدين","negative"
"ترفس","negative"
"ترفض","negative"
"ترمي","negative"
"ترويع","negative"
"تزلف","negative"
"تزيل ملككم","negative"
"تزييف","negative"
"تسب","negative"
"تستبيح","negative"
"تستنكر","negative"
"تسخر","negative"
"تسذوب","negative"
"تسرق","negative"
"تسلطه","negative"
"تشبيح","negative"
"تشتعل","negative"
"تشغل","negative"
"تشويه","negative"
"تصرخ","negative"
"تصيح","negative"
"تضرب","negative"
"تضررت","negative"
"تضطهد","negative"
"تطاولوا","negative"
"تطبل","negative"
"تطرد","negative"
"تطرف","negative"
"تطعن","negative"
"تظاهرات","negative"
"تعانون","negative"
"تعاني","negative"
"تعبث","negative"
"تعذيب","negative"
"تعطل","negative"
"تعطيل","negative"
"تعقب","negative"
"تغريب","negative"
"تغريبي","negative"
"تغضب","negative"
"تغطيه","negative"
"تف","negative"
"تفاقم","negative"
"تفتري","negative"
"تفجر","negative"
"تفجير","negative"
"تفريق","negative"
"تفشلون","negative"
"تفضح","negative"
"تفل","negative"
"تفني","negative"
"تقاعس","negative"
"تقتحم","negative"
"تقتل","negative"
"تقتلع","negative"
"تقتلنا","negative"
"تقذف","negative"
"تقصف","negative"
"تقصم","negative"
"تقلقلت","negative"
"تكذب","negative"
"تكفر","negative"
"تكفير","negative"
"تكميم","negative"
"تلاطم","negative"
"تلطم","negative"
"تلعن","negative"
"تلعنكم","negative"
"تلهثون","negative"
"تمادوا","negative"
"تمادي","negative"
"تمثيل","negative"
"تموت","negative"
"تناقض","negative"
"تناقضات","negative"
"تنبح","negative"
"تنتقد","negative"
"تنتهك","negative"
"تنديدا","negative"
"تنهب","negative"
"تهاجم","negative"
"تهدد","negative"
"تهديد","negative"
"تهديدات","negative"
"تهديداتكم","negative"
"تهميشه","negative"
"تهوي","negative"
"تواطيء","negative"
"توريط","negative"
"ثائرتهم","negative"
"ثاروا","negative"
"ثوار","negative"
"ثورات","negative"
"ثوره","negative"
"جائم","negative"
"جاريه","negative"
"جاسوس","negative"
"جاملنا","negative"
"جاهل","negative"
"جاهليه","negative"
"جبان","negative"
"جبن","negative"
"جبناء","negative"
"جبناا","negative"
"جثث","negative"
"جحدان","negative"
"جحش","negative"
"جحيم","negative"
"جرائم","negative"
"جرائم داعش","negative"
"جرائمكم","negative"
"جرائمه","negative"
"جرائمها","negative"
"جرائمهم","negative"
"جراذينكم","negative"
"جراذيه","negative"
"جرذ","negative"
"جرذان","negative"
"جرذي","negative"
"جرم","negative"
"جرما","negative"
"جريمة","negative"
"جريمته","negative"
"جريمتهم","negative"
"جريمه","negative"
"جز","negative"
"جزمة","negative"
"جزمت","negative"
"جزمه","negative"
"جسيمة","negative"
"جناه","negative"
"جهل","negative"
"جهنم","negative"
"جواحش","negative"
"جواسيس","negative"
"جوع","negative"
"جيفة","negative"
"جيفته","negative"
"جيفه","negative"
"حادث","negative"
"حادثه","negative"
"حاقد","negative"
"حاقدون","negative"
"حبس","negative"
"حثالة","negative"
"حثاله","negative"
"حثاله جهنم","negative"
"حجب","negative"
"حجبها","negative"
"حذاا","negative"
"حرام","negative"
"حراميه","negative"
"حرب","negative"
"حربها","negative"
"حرض","negative"
"حرضهم","negative"
"حرضوا","negative"
"حرق","negative"
"حرقوا","negative"
"حرمكما","negative"
"حريق","negative"
"حريقا","negative"
"حزن","negative"
"حزنا","negative"
"حزين","negative"
"حسافه","negative"
"حسبكم الله","negative"
"حسبنا الله","negative"
"حسبناالله","negative"
"حسبهم الله","negative"
"حسبي الله","negative"
"حسدهم","negative"
"حصار","negative"
"حطب جنهم","negative"
"حقارته","negative"
"حقاره","negative"
"حقد","negative"
"حقده","negative"
"حقدهم","negative"
"حقير","negative"
"حقيره","negative"
"حليف لصهيونيه","negative"
"حمار","negative"
"حماقة","negative"
"حماقه","negative"
"حمقى","negative"
"حمير","negative"
"حميره","negative"
"حيوان","negative"
"خائن","negative"
"خائنا","negative"
"خاب","negative"
"خابت","negative"
"خان","negative"
"خان وطنه","negative"
"خاين","negative"
"خباثه","negative"
"خبتم","negative"
"خبتو","negative"
"خبث","negative"
"خبثا","negative"
"خبثاا","negative"
"خبيث","negative"
"خبيثه","negative"
"خداع","negative"
"خدعهم","negative"
"خدعوه","negative"
"خذل","negative"
"خذلو","negative"
"خذلوكي","negative"
"خذلوهم","negative"
"خرب","negative"
"خرفان","negative"
"خروف","negative"
"خزعبلات","negative"
"خزي","negative"
"خسئت","negative"
"خسئتم","negative"
"خساس","negative"
"خسة","negative"
"خسه","negative"
"خسيت","negative"
"خسيتو","negative"
"خسيس","negative"
"خسيسة","negative"
"خسيسه","negative"
"خشه","negative"
"خضوعم","negative"
"خطأ","negative"
"خطر","negative"
"خطورة","negative"
"خطوره","negative"
"خطيئة","negative"
"خطيئه","negative"
"خطير","negative"
"خطيرة","negative"
"خطيره","negative"
"خلخله","negative"
"خلية السرطان","negative"
"خنازير","negative"
"خنجر","negative"
"خنزير","negative"
"خنيث","negative"
"خنيزير","negative"
"خوارج","negative"
"خوانه","negative"
"خوف","negative"
"خوفا","negative"
"خوفهم","negative"
"خونة","negative"
"خونه","negative"
"خيانة","negative"
"خيانتك","negative"
"خيانتكم","negative"
"خيانه","negative"
"خيب","negative"
"خيب الله","negative"
"داعسهم","negative"
"داعش","negative"
"داعشي","negative"
"داعشيون","negative"
"داكن","negative"
"داميه","negative"
"دخيل","negative"
"درعمه","negative"
"دعاة الضلال","negative"
"دعس","negative"
"دق عنقه","negative"
"دكتاتور","negative"
"دكتاتوريتهم","negative"
"دلسوا","negative"
"دمار","negative"
"دمر","negative"
"دمرهم","negative"
"دمرو","negative"
"دمروا","negative"
"دموي","negative"
"دموية","negative"
"دمويه","negative"
"دنائه","negative"
"دنااه","negative"
"دنس","negative"
"دواعش","negative"
"ديوث","negative"
"ذبح","negative"
"ذبحت","negative"
"ذعر","negative"
"ذل","negative"
"ذليلا","negative"
"ذنب","negative"
"رأس الفتنة","negative"
"راس الفتنه","negative"
"رافضه","negative"
"رافضي","negative"
"ربيب الصهاينة","negative"
"رجز","negative"
"رجسهم","negative"
"رخيص","negative"
"رخيصه","negative"
"رعاع","negative"
"رعب","negative"
"رعبا","negative"
"رفسه","negative"
"رفض","negative"
"رفضا","negative"
"روافض","negative"
"زباله","negative"
"زعزعة","negative"
"زعزعت","negative"
"زعزعه","negative"
"زعلان","negative"
"زعلانين","negative"
"زق","negative"
"زلايب","negative"
"زلزل","negative"
"زلزل عرش","negative"
"زنديق","negative"
"زنديقهم","negative"
"زوبعة","negative"
"زوروا","negative"
"زيف","negative"
"ساءت","negative"
"سافل","negative"
"سافله","negative"
"سب","negative"
"سبيكة","negative"
"سبيكه","negative"
"ستباد","negative"
"ستدفع الثمن","negative"
"ستدفع ثمن","negative"
"ستعصف","negative"
"ستمحى","negative"
"ستهدم","negative"
"ستهلك","negative"
"سجان","negative"
"سجن","negative"
"سجنك","negative"
"سجنهم","negative"
"سخر","negative"
"سخرية","negative"
"سخريه","negative"
"سخفه","negative"
"سخيف","negative"
"سخيفه","negative"
"سدى","negative"
"سذج","negative"
"سرقه","negative"
"سفاحين","negative"
"سفك","negative"
"سفله","negative"
"سفيه","negative"
"سقطوا","negative"
"سقوط","negative"
"سلبت","negative"
"سلبت انسانيته","negative"
"سلط","negative"
"سموم","negative"
"سمومه","negative"
"سندوس","negative"
"سنستبيح","negative"
"سنضحي","negative"
"سنقتلعكم","negative"
"سوا التغذيه","negative"
"سواا","negative"
"سواد","negative"
"سواطير","negative"
"سويد الوجه","negative"
"سي","negative"
"سيء","negative"
"سيئهم","negative"
"سيتكرر","negative"
"سيحطم","negative"
"سيدفع الثمن","negative"
"سيزلزل","negative"
"سيطيح","negative"
"سيلطم","negative"
"سيمحى","negative"
"سينبح","negative"
"سيهدم","negative"
"شاذ","negative"
"شاذه","negative"
"شاهت","negative"
"شتت","negative"
"شتم","negative"
"شحنوا","negative"
"شر","negative"
"شراره","negative"
"شردوا","negative"
"شرذمة","negative"
"شرذمه","negative"
"شرس","negative"
"شرسه","negative"
"شركم","negative"
"شل","negative"
"شلل","negative"
"شنيع","negative"
"شنيعة","negative"
"شنيعه","negative"
"شياطين","negative"
"شيطاني","negative"
"صاغرا","negative"
"صحاينه","negative"
"صدامات","negative"
"صدعوا","negative"
"صدمة","negative"
"صدمت","negative"
"صدمه","negative"
"صديد","negative"
"صراع","negative"
"صليبي","negative"
"صهيوني","negative"
"صهيونيه","negative"
"ضجيج","negative"
"ضحايا","negative"
"ضد","negative"
"ضد الظلم","negative"
"ضدهم","negative"
"ضرب","negative"
"ضرره","negative"
"ضعف","negative"
"ضعيف","negative"
"ضعيفي","negative"
"ضغينة","negative"
"ضغينه","negative"
"ضلالتهم","negative"
"ضيق","negative"
"ضيقو","negative"
"طائفتيها","negative"
"طائفية","negative"
"طائفيه","negative"
"طائفيين","negative"
"طاغية","negative"
"طاغيه","negative"
"طز","negative"
"طعنها","negative"
"طغاة","negative"
"طغاه","negative"
"طغاه ","negative"
"طغوا","negative"
"طغى","negative"
"طفح الكيل","negative"
"طقاع","negative"
"طقعان","negative"
"طيح الله","negative"
"ظائفيه","negative"
