M672080476430049280,1, ادفع_اليوم_لتلقاها_باخرتك وقف الاب باطهر بقاع الارض ادفع بسهم فهوصدقهوبر وقف_الاب_بدوقه بدايه رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672147663429746688,22, اذا سمعت ب خبر استشهاد احدهم فاعلم انه تلقى رصاصه لتبقى انت امننا في بيتك مع اسرتك رجال_الحد_الجنوبي ,إيجابي,محايد
M672139078155022336,2, استشهاد الشهري يوم ولاده ابنه جنودنا_المرابطين الحد_الجنوبي رجال_الحد_الجنوبي شهداا_الوطن ,إيجابي,محايد
M672119115687944192,3, اسحل رقاب المعتدين بسيفك و ابطش بظلام بليا ذمه عق الهوايل فوق راس الحوثي و ن س النذل هذا لبينه امه رجال_الح ,إيجابي,لا يمكن تحديده
M672127946564509696,4, اسير حوثي في يد الجيش_السعودي تم تسليمه للاستخبارات واحد من المئات رجال_الحد_الجنوبي اليمن_مقبره_الغزاه ,إيجابي,محايد
M672128188621955072,3, اضرب يا الجيش_السعودي اذناب الفرس الله يقويكم يا رجال_الحد_الجنوبي اليمن السعوديه_مع_السوريين_حتى_النصر ,إيجابي,كلاهما
M672085053510393856,8, اعجبني المقطع ساعد_تساعد نجران نجران_الان رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672080381001224192,2, الابطال على الحدود يسطرون اروع الملاحم ويعطون اذناب ايران دروس لاتنسوهم الربوعه رجال_الحد_الجنوبي ,إيجابي,كلاهما
M672077619383398400,2, الجيش السعودي الاول خليجيا والثالث عربيا والثامن والعشرين عالميا رجال_الحد_الجنوبي ,إيجابي,محايد
M672127891111583744,1, الحد حامينه من سنين وسنين واللي يقدم رجله يبوس كوعه الجمعه تقوم القيامه وهالحين قيامه الحوثي بيوم الربوعه رجال_ ,إيجابي,كلاهما
M672113504686628864,2, الحد_الجنوبي رجال_الحد_الجنوبي شاهد_بفيديو العز عند المدفع ويلعبووون ,إيجابي,لا يمكن تحديده
M672074560909479936,3, الحزن والاسى على فراق زميل في ميدان الشرف وليس على ضياع فرصه كره قدم يارب انصرهم و كن معهم رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672104700372762624,5, الحوثي_ينتحر الحد_الجنوبي رجال_الحد_الجنوبي عاصفه_الحزم عاصفه_الحزم_تنتصر قتلى الحوثي ,إيجابي,لا يمكن تحديده
M672126942569701376,1, الدعس علي قدم وساق في صعده من القوات السعوديه والصراخ علي قدر اللالم صعده رجال_الحد_الجنوبي الحوثي_والمخلوع,إيجابي,سلبي
M672121023391784960,7, الراجمات تحرق الحوثي والحرس الجمهوري رجال_الحد_الجنوبي الحدود_السعوديه_نار_تشوي_الحوثي نجران_الان جيزان_الان ,إيجابي,سلبي
M672115622931783680,2, الربع فالينها وسلامتكم رجال_الحد_الجنوبي الخوبه الربوعه ,إيجابي,لا يمكن تحديده
M672071794623410176,10, الشيخ الشريم تذكر المرابطون للذود عن حياض بلدك ولا تنسهم من دعاا صادق الحد_الجنوبي رجال_الحد_الجنوبي ,إيجابي,محايد
M672098321020923904,1, الصديق مجاروالخصم ماننشد عنه قل لذيل ايران منت بشريف ولاعزيز وقل لعبدالرب منصورهادي ويمنه ابشروابرجال سلمان بن عبدالعزيز رج ,إيجابي,لا يمكن تحديده
M672086765755375616,3, العثور_على_جوري_الخالدي جوري_الخالدي رجال_الامن رجال_الحد_الجنوبي هنا مجد لنا وهناك مجد ,لا يمكن تحديده,إيجابي
M672150946701549568,1, العميد احمد عسيري كل من يحاول دخول الاراضي السعوديه يقتل ولايعود رجال_الحد_الجنوبي ,إيجابي,محايد
M672133680429727744,1, الغدر شيمتكم وسالفكم هو الفعل الحقير وافكاركم تصدور من خارج بلدنا وارده رجال_الحد_الجنوبي ,سلبي,لا يمكن تحديده
M672086117315907584,1, الله م دم ر الحوثي ين الله م دم ر الحوثي ين الله م دم ر الحوثي ين الله م ااام ين رجال_الحد_الجنوبي,إيجابي,لا يمكن تحديده
M672164073426001920,3, الله يحفظهم بحفظه التام ويحرسهم بعينه التي لاتنام وينصرهم ويمكنهم ويشتت كلمه الحوثيين وينزل عليهم جند من جنده رجال_ ,إيجابي,كلاهما
M672112772218535936,3, اللهم احفظ بلاد الحرمين من كل مكروه وانصر رجال_الحد_الجنوبي المجاهدين ضد عدونا الحوثيين,إيجابي,كلاهما
M672088555179651072,10, اللهم احفظ وطننا وادم امننا يالله فرجك ياولي تولنا برحمتك واعنا على عدونا وعدوك اعداا الامه والدين رجال_الحد_الجنوبي جاز ,إيجابي,كلاهما
M672086611883122688,12, اللهم احفظهم بحفظك الكريم و سدد رميهم و انصرهم على اعدائك اعداا الدين يا ذا الجلال و الاكرام رجال_الحد_الجنوبي,إيجابي,كلاهما
M672072261856272384,15, اللهم امين اللهم امين رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672073727249670144,5, اللهم ان في الحد الجنوبي رج الا صدقوا بما عاهدوا الله عليه فاكتب لهم النصر والثبات رجال_الحد_الجنوبي,إيجابي,لا يمكن تحديده
M672076883656314880,6, اللهم ان هذه الارض وحماتهافي ودائعك يارب ثبت اقدامهم وسدد رميهم وقوي عزائمهم وانصرهم على اعدائهم رجال_الحد_الجنوبي,إيجابي,لا يمكن تحديده
M672080729971519488,1, اللهم انا نستودعك جنودنا البواسل اللهم انصرهم على اعداا الدين والوطن اللهم اخذل الحوثي وعفاش ومن ناصرهم رجال_الحد_الجنوبي,إيجابي,كلاهما
M672138519427555328,2, اللهم انصر رجال_الحد_الجنوبي على الحوثيين اللهم عليك بعدوك وعدوهم يارب العالمين اللهم اعمي اعينهم عن جنودنا وحدودنا بق ,إيجابي,كلاهما
M672075637411160064,1, اللهم اني اسالك ان تحفظ اهلنا في السعوديه واليمن من شر الرافضه ومكرهم اللهم اجعل تدبيرهم تدميرهم واجعل دائره السوا عليهم رجا ,إيجابي,كلاهما
M672133289935773696,5, اللهم سدد الرمي واهلك قوات المخلوع والحوثي اهداا من غامد للحوثيين قروب_اهل_الجنوب رجال_الحد_الجنوبي ,إيجابي,كلاهما
M672117300032573440,20, اللهم يا من عز فارتفع يامن ذل كل شيا لعظمته وخضع احفظ جنودنا وانصرهم واهزم الحوثيين واخذلهم يا عزيز يا حكيم السيل_الجرار رجال_ ,إيجابي,كلاهما
M672116553735868416,1, الليل سروي رجال_الحد_الجنوبي الخوبه الربوعه ,إيجابي,لا يمكن تحديده
M672106907251908608,159, الم هالدنيا وحزنها على فراق زميل في ميادين الشرف وليس على ضياع فرصه هدف او بطوله رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672080234074800128,2, اما القتل او الاسر هذا هو مصير كل من يفكر بالمساس بشبر من الوطن نجران_الان الربوعه رجال_الحد_الجنوبي ,إيجابي,سلبي
M672079712408223744,3, انشغلنا ب نور والسومه ونسينى اخوتنا على الحد الجنوبي جندي يبكي فراق زميله الشهيد رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672151330690097152,3, اوتروا الوتر_جنه_القلوب رجال_الحد_الجنوبي,إيجابي,لا يمكن تحديده
M672119828585562112,8, ايديهم على الزناد وايديناعلى الوساد اللهم احفظهم بحفظك وانصرهم على خدم الرافضه المجوس رجال_الحد_الجنوبي ,إيجابي,كلاهما
M672147974248636416,4, بختصار تركوا كل شيامن اجل الوطن لان الوطن كل شيافبذلوالاجله كل شياحفظ الله وطنناوحكومتنا ورد الله رجال_الحد_الجنوبي سالمين غ ,إيجابي,لا يمكن تحديده
M672101617072783360,3, بذلوا انفسهم لحراسهبلاد الاسلام فهم والله المجاهدون حقا لايفجرون مسجدا ولاينتهكون عرضا ولايسحلون طفلا ولايسرقون مالا ,إيجابي,لا يمكن تحديده
M672101255221768192,1, تخيروا ياعبيد ايران الابطال باذن الله بيطيبون خاطركم ويدسمون شاربكم بتراب رجال_الحد_الجنوبي الربوعه ,إيجابي,كلاهما
M672091420140945408,1, تخيل_نفسك_قصيمي احسن تخيل نفسك دولاوي في اراضي الخلافه الطبيعه من مدينه الموصل رجال_الحد_الجنوبي ,سلبي,لا يمكن تحديده
M672091053277757440,1, تعازي محافظ محافظه العرضيات لاسره الشهيد عبدالرحمن بن محمدالعامري الحد_الجنوبي العرضيات رجال_الحد_الجنوبي العوامر ,إيجابي,محايد
M672126172730363904,1, تنويه بما ان حربكم جغرافيه لا في سبيل الله فالحدود الجنوبيه هي تابعه جغرافيا لليمن و بهذا تكون السعوديه معتديه رجا ,إيجابي,سلبي
M672077646164041728,1, جازان تودع شهيدي الوطن رجال_الحد_الجنوبي دراج و مريدي ,إيجابي,محايد
M672119852094652416,4, جرائم السعوديه رجال_الحد_الجنوبي جوري_الخالدي اخرجوا_عتيبه_من_كوكب_الارض يوم_الشهيد ,لا يمكن تحديده,سلبي
M672140521662468096,1, جرذ الكهوف من مليشيا الحوثي و المخلوع يفتكر انه بالليل سيختبيا من انظار الشجعان جازان_الان رجال_الحد_الجنوبي ,إيجابي,سلبي
M672128440229871616,1, جنودنا_البواسل السعوديه كيف_واجهت_السعوديه_القاعده رجال_الحد_الجنوبي الجنوبي ,إيجابي,لا يمكن تحديده
M672144112624279552,3, جنودنا_البواسل_لم_ولن_ننساكم رجال_الحد_الجنوبي للموت هيبه وهم للموت عشاقه ارواحهم من سطرهم عذرو فيها ,إيجابي,لا يمكن تحديده
M672140784733417472,1, جنودنا_البواسل_لم_ولن_ننساكم سناخذكم معنا في دعا الي رب رحيم الي رب كريم رجال_الحد_الجنوبي اننانستودعكم الله في كل لحظهوكل حين,إيجابي,لا يمكن تحديده
M672149840630018048,1, جيش يقاتل مليشيات ايران من اجل الامه الاسلاميه وجيش بشار يقاتل الامه الاسلاميه من اجل ايران رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672087814457139200,3, حارس الحدود راتبه لا يتجاوز ال 7000 حارس المرمى راتبه يتجاوز 350 الف الاول يحمي البلاد والثاني يحمي المرمى رجال_الحد_ ,إيجابي,سخرية
M672095301004599296,6, حبيت امسي ع السريع بكلمات القاسم عبدالله عندما نعبر عن الوطنيه بكلماتنا فان رجال_الحد_الجنوبي يعبرون عنها بارواحهم ,إيجابي,لا يمكن تحديده
M672073290496757760,15, حزين ويبكي لفقد زميل في ميدان الشرف وليس على ضياع فرصه هدف او بطوله اللهم انصرهم عاجلا رجال_الحد_الجنوبي ,إيجابي,لا يمكن تحديده
M672072296820023296,16, حوثيون هاجموا جنديان سعوديان انظروا ماذا فعلا بهم رجال_الحد_الجنوبي الخوبه الربوعه ,إيجابي,لا يمكن تحديده
M672077298825326592,12, حيوا جنود الوطن صبح و عشي رجال_الحد_الجنوبي اعلامنا_والجنود_البواسل اعلامنا_ينسي_ابطالنا ,إيجابي,لا يمكن تحديده
M672113449422462976,2, خذلهم اعلامنا لكن لن نخذلهم نحن قلوبنا ودعواتنا معكم اسال الله ان ينصركم على من عاداكم رجال_الحد_الجنوبي ,إيجابي,كلاهما
M672140485906079744,1, خسئت اذناب ايران الحوثيين سنذيقهم ويلات اتباعهم الفرس رجال_الحد_الجنوبي اعلامنا_ينسي_ابطالنا ,إيجابي,سلبي
M672084189123100672,4, دفاعا عن دينهم ووطنهم واهلهم وحدودهم ضد المجوس المجرمين فهل غير هذا الجهاد جهاد رجال_الحد_الجنوبي,إيجابي,كلاهما
M672107666773295104,5, دول التحالف بقياده بلاد الحرمين يدمرون ترسانه صالح والحوثي بنسبه80 جنودنا_البواسل رجال_الحد_الجنوبي ,إيجابي,محايد
M672127622558666752,6, رجال_الحد_الجنوبي 1 للوطن جند ندك الثرى نبذل الغالي فدا والنفيس دون طيبه صف وام القرى نثني ركبنا لاحمي الوطيس,إيجابي,لا يمكن تحديده
M672127594347786240,5, رجال_الحد_الجنوبي 2 ومن على حده قدم واجترا طاح من دونه وبالرجل ديس يامشكك لك عيون ترى دون حده جاثمين فطيس ,إيجابي,لا يمكن تحديده
M672101228680228864,62, رجال_الحد_الجنوبي sa sa اذا الاعلام تجاهلكم فنحن لن نفعل ف انتم فخرنا ,إيجابي,كلاهما
M672110691034275840,1, رجال_الحد_الجنوبي ابطال والله لا يخيب رجانا فيكم وينصركم ويدحر عداكم نسجد ونطلب ربنا ف ي دعانا وليا احتما ال ,إيجابي,لا يمكن تحديده
M672075210753994752,1, رجال_الحد_الجنوبي ابطالنا يذودون عن حياض الوطن ويموتون لنامن بالحد الحنوبي وداخل اليمن مرغو انف العدو في عقر داره ,إيجابي,لا يمكن تحديده
M672148398406025216,1, رجال_الحد_الجنوبي ابنائناوحماتناالبواسل رجال الحد الجنوبي قلوبنامعكم تلح وتتضرع الى الباري عز وجل يسددرميكم وينصركم عدوكم ويحفظ ابناؤكم ,إيجابي,لا يمكن تحديده
M672147634325442560,1, رجال_الحد_الجنوبي احدى علامات الغباا في الشعب السعودي العزيز انه مازال حتى اللحظهيعتقد ان لديه جيشا قادر ع حمايته بعد ان ,سلبي,لا يمكن تحديده
M672074422723981312,6, رجال_الحد_الجنوبي اخجل من راحتي امام تعبكم ,إيجابي,كلاهما
M672074099783557120,1, رجال_الحد_الجنوبي اخر صوره التقطت للارهابي قاتل اطفال سوريا سبحان الله علامات الموت ع وجها هلاك قاسم سليماني ايران ,إيجابي,لا يمكن تحديده
M672071708954767360,6, رجال_الحد_الجنوبي اذا سمعت بخبراستشهاداحدهم فاعلم انه تلقى رصاصهلتعيش انت امنا في بيتك فلكم كل التقدير ,إيجابي,لا يمكن تحديده
M672126185476907008,1, رجال_الحد_الجنوبي اسرع جيش فرار في العالم جيش الكبسه السعودي الان يتم دخول جيش اليمن قلب مدينه نجران ومعارك على اشدها يارب انصر احبابك,سلبي,كلاهما
M672120268706471936,1, رجال_الحد_الجنوبي اشوف هذا التاق وصل الترند رجال الحد الجنوب لهم سنه وهم يقاتلون مو من اليوم ولا امس توكم تذكرنوهم ,إيجابي,سلبي
M672107498963402752,1, رجال_الحد_الجنوبي اعلامنا_ينسى_ابطالنا اتظنونه خرج وقد وعدهم بامل ام ودعهم بالم ,سلبي,لا يمكن تحديده
M672160257485971456,5, رجال_الحد_الجنوبي اقتطفوا لهم من دعائكم جزاا فلمثلهم ترافقهم القلوب وردهحمراا ومضه_حرف اقصى_المحاني ,إيجابي,لا يمكن تحديده
M672120417918697472,1, رجال_الحد_الجنوبي اقول لكل وزير وكل شيخ وكل واحداعلق هنا هب في نحرك ضفعه واصه ماطلناكم خلوكم في عبثكم من دوري ومسلسلات ,إيجابي,لا يمكن تحديده
M672115817694240768,1, رجال_الحد_الجنوبي الا يالله لك التسبيح والتكبير والتهليل قصيده للشاعر فهد متعب الديري القصيري منتديات_القصيرين ,إيجابي,لا يمكن تحديده
M672127579147657216,1, رجال_الحد_الجنوبي الجندي الحقيقي هو الذي وصل عنده مبلغ فهمه الى اقصى حدوده واحس بقيمه هذا المقدس وماذا يعني ه ذا ,إيجابي,لا يمكن تحديده
M672133534157545472,1, رجال_الحد_الجنوبي الرايه اللي خلفك تستاهل منك اكثر هذا الوطن له علينا مواجيب وحقوق ,إيجابي,لا يمكن تحديده
M672079198949924864,5, رجال_الحد_الجنوبي الربوعه نجران_الان اعلامنا_ينسي_ابطالنا اذا اعلامنا تجاهلكم فنحن لن نفعل انتم فخرنا ,إيجابي,كلاهما
M672111035223023616,2, رجال_الحد_الجنوبي الشجاعه الحقيقيه ليست شجاعه الموت بطريقه مشرفه بل شجاعه الحياه برجوله ,إيجابي,لا يمكن تحديده
M672080543601831936,1, رجال_الحد_الجنوبي الصلاه على شهيد الواجب رحمه الله الملازم سعيد مطر البجادي الشهراني صلاه العصر بجامع القطامي بريم السلي ,إيجابي,محايد
M672082945440677888,1, رجال_الحد_الجنوبي الصوره تكفي لا تعليق ,لا يمكن تحديده,محايد
M672139197910810624,1, رجال_الحد_الجنوبي الصوره غنيه عن الكلام ,لا يمكن تحديده,محايد
M672081335536742400,1, رجال_الحد_الجنوبي العوامر_فداك_يا_وطن مشاهده قصيده الشاعر صالح العامري في شهداا العوامر على YouTube ,إيجابي,لا يمكن تحديده
M672095668169777152,1, رجال_الحد_الجنوبي اللاعبين يستلمون من الملايين والاعلام نافخهم واخواننا في الحدود منسيين لاحس عنهم ولاخبر ,إيجابي,سلبي
M672096284598255616,1, رجال_الحد_الجنوبي الله يسدد رميهم قولو امين ويردهم ل بيوتهم سالميني ويذل منهم باعو الدار والدين اللي بدين الفرس متمسكيني ,إيجابي,كلاهما
M672089072295366656,1, رجال_الحد_الجنوبي الله ينصرهم يارب وليت دولتنا تاخد الزلايب اشباه الرجال ويحطونهم بالحد يتسنعون ولا يستشهدون احسن من انه ,إيجابي,كلاهما
M672162491502346240,1, رجال_الحد_الجنوبي اللهم احفظ امننا ووطننا واكشف خبث اعدائه وزلزلهم اللهم انهم زادو في طغيانهم فشتتهم واحرق قلوبهم ,إيجابي,كلاهما
M672087819939094528,1, رجال_الحد_الجنوبي اللهم احفظهم بحفظك وسدد رميهم وانصرهم على عدوك وعدوهم اللهم دمرالحوثيين واعوانهم واكتب الخير دائما لموطن الدين والخير ,إيجابي,كلاهما
M672129717294735360,18, رجال_الحد_الجنوبي اللهم ارمي اعدائنابسهمك الصائب واحرقهم بشهابك الثاقب ومزقهم بجندك الغالب وبددشملهم في جميع المسا ,إيجابي,لا يمكن تحديده
M672121112600424448,1, رجال_الحد_الجنوبي اللهم اعنهم على تدمير الحوثي ولد الكلب وعفاش ولد الكلب وزمره ايران,إيجابي,سلبي
M672071548082221056,95, رجال_الحد_الجنوبي اللهم افتح للمجاهدين الابواب وازل عنهم الصعاب واصرف عنهم كيد الذئاب وكل منافق وكذاب اللهم سدد رم ,إيجابي,كلاهما
M672149084510269440,1, رجال_الحد_الجنوبي اللهم انصر اخواننا المرابطين في الحدود واقذف الرعب في قلوب اعدائهم واحفظ بلادنا وجميع بلاد المسل ,إيجابي,كلاهما
M672110059401400320,3, رجال_الحد_الجنوبي اللهم انصر جنودنا اللهم سدد رميهم وقوي عزيمتهم وبث الرعب في قلوب عدوك وعدوهم امييين ,إيجابي,كلاهما
M672155269003128832,1, رجال_الحد_الجنوبي اللهم انصرهم نصرا عزيزا اللهم عليك با اعوان الشيطان الحوثين وجماعه صالح المفسدين,إيجابي,كلاهما
M672164970700894208,1, رجال_الحد_الجنوبي اللهم ثبت اقدامهم اللهم انصرهم اللهم زلزل ا رض من تحت اقدام عدوهم ,إيجابي,كلاهما
M672084359835447296,1, رجال_الحد_الجنوبي اللهم سدد رمي جنود بلادنا بلاد حرميك الشريفين في اعدائهم اعداا المله والدين ودمر الطغاه المجرمين واذل من يتطاول علينا ,إيجابي,كلاهما
M672162905517891584,16, رجال_الحد_الجنوبي اللهم سدد رميهم و احفظهم اللهم يامنشي السحاب وهازم الاحزاب اهزم كل من اراد ببلادنا سوا ,إيجابي,كلاهما
M672129359537414144,3, رجال_الحد_الجنوبي اللهم سدد رميهم و انصرهم اللهم دمر الحوثي و اعوانهم ,إيجابي,كلاهما
M672077470116507648,16, رجال_الحد_الجنوبي اللهم وفقهم واحفظهم وسدد رميهم واخذل عدوهم ياحي ياقيوم ,إيجابي,كلاهما
M672098945124974592,6, رجال_الحد_الجنوبي المخلوع والمعتوه الحوثي يرخصون ويستهترون بحياه مقاتليهم ويرسلونهم بالمئات للانتحارعلى ايدي جنودناال ,كلاهما,سلبي
M672147649752117248,1, رجال_الحد_الجنوبي المدارس تقدر تعمل شي لابناا الشهداا والمرابطين غير شهادات التقدير الجامعات والشركات وتطول القائمه اكثر من ش ,إيجابي,محايد
M672127556854878208,1, رجال_الحد_الجنوبي الوط ن ليس شعارا ولا كلمات ولاقصائد وابيات ته دى كلا بل هو بحاجه الى التضحي ه اذا اصاب ه م ,إيجابي,لا يمكن تحديده
M672145941554667520,1, رجال_الحد_الجنوبي اليا دعانا ابو فهد جينا العداا برق ورعد نسق الخصم سم ونكد ونزله جوف اللحد ,إيجابي,كلاهما
M672156209202507776,1, رجال_الحد_الجنوبي ان شاا الله بعد ما انزل مقطع جحيم السماا اللي مسويه انا وصديقي تركي الخثلان ضد الحوثي النجس عندنا مقطع ث ,إيجابي,سلبي
M672088104455577600,7, رجال_الحد_الجنوبي ان عشت قولي ما كسر خشمه انسان و ان مت قولي مات من دون عرضه ,إيجابي,لا يمكن تحديده
M672081250551799808,3, رجال_الحد_الجنوبي انتم تذبون عن الامهباكملها انهيتم المشروع الفارسي واحبطتم خطط الغزاه واعدتم الامن لاهل اليمن ,إيجابي,لا يمكن تحديده
M672088111426502656,3, رجال_الحد_الجنوبي انشد الحد الجنوبي قبل مده عن رجال دكت جحور المعادي ,إيجابي,سلبي
M672086632363855872,2, رجال_الحد_الجنوبي بانت لنا الدنيا وبانوا عربنا وابدت لنا الايام ماكان مكنون من جرب رضانا يجرب غضبنا هذا زعلنا كانهم مايعر ,إيجابي,لا يمكن تحديده
M672074120155299840,1, رجال_الحد_الجنوبي بتوفيق من الله وبساله جنودنا تم حرق الحوثي وحرس عفاش دعواتكم لجنود الحرمين مراعاه للمتابعين كان عرضنا لك ,إيجابي,كلاهما
M672097895768793088,1, رجال_الحد_الجنوبي بعضهم يتعجب من تصديق بعض اليمنيين لاكاذيب الحوثي على قناه المسيره صدقوهم في مفاتيح الجنه طبيعي يصدقون امور ,إيجابي,سلبي
M672133769508311040,4, رجال_الحد_الجنوبي تابا الحياه ونحن نسقيك الهلاك نحن المنايا ثوبها ورداها ,إيجابي,لا يمكن تحديده
M672073845164089344,5, رجال_الحد_الجنوبي تعرف على اللواا السعودي مخترق صفوف الحوثيين الذي كبدهم خسائر فادحه ريتويت_لقهر_الحوثيين ,إيجابي,محايد
M672098093869850624,1, رجال_الحد_الجنوبي جنودنا_البواسل جيشنا_يصنع_التاريخ وحش يابو بدر ,إيجابي,لا يمكن تحديده
M672113654377160704,2, رجال_الحد_الجنوبي جنودنا_البواسل لحظه التصدي للمجوسي الحوثي شووف الجبل ,إيجابي,محايد
M672133357447323648,1, رجال_الحد_الجنوبي حسابات اللي ماتوا منهم واهلهم تكسر الله يرحمهم برحمته,إيجابي,لا يمكن تحديده
M672137195130650624,1, رجال_الحد_الجنوبي خجلي منهم منعني حتى من التعبير ,إيجابي,لا يمكن تحديده
M672081386610774016,3, رجال_الحد_الجنوبي دام قايدهم يرى الدعوه سهاله طلقتن بين الحواجب والعيون مادرى ان العافيه هي راس ماله ماشكينا عقبهم قل الكفون ,إيجابي,لا يمكن تحديده
M672115196350111744,3, رجال_الحد_الجنوبي دم عه وف اا ل جناااات الخلد يا صاحبي ,إيجابي,لا يمكن تحديده
M672086819794759680,1, رجال_الحد_الجنوبي دون البلاد وحدها رجال شجعان اما يبون النصر ولا الشهاده والحوثي الخسران لو جمع ايران ماينفعه جيشه وق ,إيجابي,كلاهما
M672071072720805888,6, رجال_الحد_الجنوبي رب ي ك ن مع هم ,إيجابي,لا يمكن تحديده
M672128191876759552,2, رجال_الحد_الجنوبي سيهزم الجمع ويولون الدبر اللهم افرغ عليهم صبرا وثبت اقدامهم وانصرهم على القوم الكافرين ,لا يمكن تحديده,إيجابي
M672154415239979008,1, رجال_الحد_الجنوبي صادوا احسن الصيد وعقبال راس الغرنوق الكبير ,إيجابي,لا يمكن تحديده
M672138888316612608,5, رجال_الحد_الجنوبي عاصفه_الحزم اللهم انصر جنودنا وثبت اقدامهم وسدد رميهم ومكنهم من عدوهم وعدونا الحوثي فرع ايران ,إيجابي,كلاهما
M672130800020807680,2, رجال_الحد_الجنوبي عند قضائك لحوائجك بيسر و نومك مطمئن على ابنائك و عرضك و مالك تذكر ان لك اخوان ,إيجابي,لا يمكن تحديده
M672087771385851904,1, رجال_الحد_الجنوبي فكونا من الكوره وخرابيطها اشغلنا انفسنا بجلد منفوخ وتركنا الدعم للي يستحقون الدعم والله لا يوفق التحكيم,إيجابي,سلبي
M672082897646559232,1, رجال_الحد_الجنوبي قلوبنا معكم ودعاانالكم ,إيجابي,لا يمكن تحديده
M672071416292986880,1, رجال_الحد_الجنوبي قوه يهابها العدو من اول نظره فينزوي بعيدا ليسلك خططه الفاشله ,إيجابي,كلاهما
M672148139290329088,1, رجال_الحد_الجنوبي لا خوف على الوطن وانتم رجاله اللهم ثبت اقدامهم وبث الرعب في قلوب اعدااهم ونصرهم وردهم سالمين يارب ا ,إيجابي,كلاهما
M672070885923233792,22, رجال_الحد_الجنوبي لا شفت لمع الدمع بعيون رجال قسم بالله ما غير قهر الفراق يب ينها ايمن_مصيخ ,إيجابي,لا يمكن تحديده
M672154873203458048,1, رجال_الحد_الجنوبي لاتنسو ابناؤكم رجال الحدالجنوبي من الدعاالهم بان يربط ع قلوبهم ويثبتم وينصرهم ع اعداؤهم ولحووع الباري وخاصه اخرالليل ,إيجابي,لا يمكن تحديده
M672121224198234112,1, رجال_الحد_الجنوبي لو المشاركين فالمعركه من خارج الوطن لوجدنا ائمه المساجد يصدحون بدعاا لهم في كل فرض اليس لجنودنا حق علينا ولو بدعوه,إيجابي,سلبي
M672099109252284416,1, رجال_الحد_الجنوبي ماهو رايك في استقبال رجال الحد الجنوبي بالورود في الشوارع بعد انتهاا الازمه ,إيجابي,محايد
