"V1","V2"
"الخلل","negative"
"الخوف","negative"
"الخونه","negative"
"الدعاره","negative"
"الرذيله","negative"
"الروافض","negative"
"الزباله","negative"
"الزحمه","negative"
"الزفت","negative"
"الزق","negative"
"الزيف","negative"
"الساقطات","negative"
"الساقطه","negative"
"السذاجه","negative"
"السرقه","negative"
"السفور","negative"
"السقوط","negative"
"السيئه","negative"
"الشر","negative"
"الشيطان","negative"
"الشين","negative"
"الصراخ","negative"
"الصهيوني","negative"
"الضعف","negative"
"الضعيف","negative"
"الضغط","negative"
"الطغاه","negative"
"الطمع","negative"
"الظالم","negative"
"الظالمين","negative"
"الظلام","negative"
"الظلم","negative"
"العار","negative"
"العاهرات","negative"
"العاهره","negative"
"العبث","negative"
"العفن","negative"
"العقوبه","negative"
"العهر","negative"
"الغا","negative"
"الغبي","negative"
"الغزو","negative"
"الغش","negative"
"الغلبان","negative"
"الفاحشه","negative"
"الفاسد","negative"
"الفاسده","negative"
"الفاشل","negative"
"الفاشلين","negative"
"الفتن","negative"
"الفتنه","negative"
"الفحش","negative"
"الفساد","negative"
"الفسق","negative"
"الفسقه","negative"
"الفشل","negative"
"الفقر","negative"
"القبيحه","negative"
"القذاره","negative"
"القذر","negative"
"القذره","negative"
"القرف","negative"
"القهر","negative"
"الكابه","negative"
"الكاذبه","negative"
"الكذب","negative"
"الكلاب","negative"
"الكلب","negative"
"اللصوص","negative"
"اللعنه","negative"
"اللقافه","negative"
"الماحي","negative"
"الماساه","negative"
"المحرمه","negative"
"المخالفات","negative"
"المخيس","negative"
"المخيسه","negative"
"المرض","negative"
"المسعوره","negative"
"المسكين","negative"
"المشكله","negative"
"المصيبه","negative"
"المعاناه","negative"
"المعفن","negative"
"المعفنه","negative"
"المعيب","negative"
"المغتصب","negative"
"المفسدين","negative"
"المنافقون","negative"
"المنافقين","negative"
"المهزله","negative"
"الموت","negative"
"الميت","negative"
"النابحين","negative"
"النجسه","negative"
"النصب","negative"
"النهب","negative"
"الهابطه","negative"
"الهجوم","negative"
"الهياط","negative"
"الوسخ","negative"
"امحق","negative"
"انتقد","negative"
"انخفاض","negative"
"انقلعو","negative"
"اهمال","negative"
"بائسه","negative"
"باطل","negative"
"الخساره","negative"
"تطفي","negative"
"تندمون","negative"
"جهل","negative"
"خسر","negative"
"خطر","negative"
"رفض","negative"
"رفع","negative"
"بطيئه","negative"
"بلاغات","negative"
"نعاني","negative"
"بهائم","negative"
"يخافون","negative"
"يرفع","negative"
"يستغلون","negative"
"يغرق","negative"
"تبا","negative"
"تبن","negative"
"تتعب","negative"
"تجاوزت","negative"
"تحارب","negative"
"تحايل","negative"
"تحذير","negative"
"تخرب","negative"
"تخسون","negative"
"تخلف","negative"
"تدليس","negative"
"تدمر","negative"
"تذمر","negative"
"تسب","negative"
"تستاهل","negative"
"تستغل","negative"
"تستلعن","negative"
"تسرب","negative"
"تسليك","negative"
"تشويه","negative"
"تعبت","negative"
"تعبنا","negative"
"تعري","negative"
"تعطل","negative"
"تعطلت","negative"
"تعيس","negative"
"تغلق","negative"
"تف","negative"
"تفسد","negative"
"تفشل","negative"
"تفله","negative"
"تفو","negative"
"تكذب","negative"
"تكره","negative"
"تلاعب","negative"
"تمزيق","negative"
"تنبح","negative"
"تنبحون","negative"
"تنهب","negative"
"جحيم","negative"
"جشع","negative"
"حثاله","negative"
"حذفت","negative"
"حرام","negative"
"حراميه","negative"
"حرب","negative"
"حسبنا","negative"
"حسبي","negative"
"حسد","negative"
"حمار","negative"
"خافو","negative"
"خافوا","negative"
"خايسه","negative"
"خبيث","negative"
"خبيثه","negative"
"ختفو","negative"
"خذلان","negative"
"خربت","negative"
"خربتوا","negative"
"خرطي","negative"
"خساره","negative"
"خساير","negative"
"خسيس","negative"
"خطا","negative"
"خلل","negative"
"خياس","negative"
"دعاره","negative"
"دمار","negative"
"دنيئه","negative"
"ذنب","negative"
"راحت","negative"
"زبايل","negative"
"تعبانه","negative"
"زرف","negative"
"زفت","negative"
"زق","negative"
"ساذج","negative"
"مشاكل","negative"
"سحب","negative"
"سخيف","negative"
"سرق","negative"
"سرقه","negative"
"سرقوها","negative"
"سلق","negative"
"سماجه","negative"
"سوء","negative"
"سوا","negative"
"سيء","negative"
"سيئه","negative"
"سيا","negative"
"شر","negative"
"شرك","negative"
"شين","negative"
"صعبه","negative"
"صفعه","negative"
"ضايعه","negative"
"ضد","negative"
"ضدنا","negative"
"ضدها","negative"
"ضرر","negative"
"ضررا","negative"
"ضعف","negative"
"ضعيف","negative"
"ضعيفه","negative"
"ضغط","negative"
"ضياع","negative"
"ضيع","negative"
"طبل","negative"
"طرد","negative"
"طفشت","negative"
"طفشنا","negative"
"طمع","negative"
"ظالم","negative"
"ظلم","negative"
"عار","negative"
"عاهره","negative"
"عجز","negative"
"عطل","negative"
"عقاب","negative"
"عيب","negative"
"غالي","negative"
"غاليه","negative"
"غبا","negative"
"غبنه","negative"
"غبي","negative"
"غبيه","negative"
"غزو","negative"
"غش","negative"
"غضب","negative"
"غلط","negative"
"فاسد","negative"
"فاسده","negative"
"فاسدين","negative"
"فاشل","negative"
"فاشله","negative"
"فاشلين","negative"
"فتنه","negative"
"فساد","negative"
"فسادها","negative"
"فشل","negative"
"فشلتونا","negative"
"فشله","negative"
"فضائح","negative"
"فضح","negative"
"فضحت","negative"
"فضحتهم","negative"
"قبيح","negative"
"قتل","negative"
"قديم","negative"
"قذاره","negative"
"قذره","negative"
"قرف","negative"
"قطع","negative"
"قلت","negative"
"قله","negative"
"قهر","negative"
"كاذبه","negative"
"كارثه","negative"
"كذاب","negative"
"كذابين","negative"
"كذب","negative"
"كذبه","negative"
"كش","negative"
"كفر","negative"
"كلاب","negative"
"كلب","negative"
"كلبيه","negative"
"لدحديره","negative"
"لسوا","negative"
"لصوص","negative"
"لعن","negative"
"لعنه","negative"
"لقافه","negative"
"للاسف","negative"
"للخراب","negative"
"ماش","negative"
"مالت","negative"
"متاخره","negative"
"متخلفين","negative"
"متضرر","negative"
"مخجل","negative"
"مخيس","negative"
"مخيسه","negative"
"مدلع","negative"
"مرض","negative"
"مرمطه","negative"
"مزابل","negative"
"مزبله","negative"
"مزري","negative"
"مستحيل","negative"
"مستفز","negative"
"مسخره","negative"
"مشكلتنا","negative"
"مشكله","negative"
"مطايا","negative"
"مطيه","negative"
"معاناه","negative"
"معفن","negative"
"مغلق","negative"
"مفسده","negative"
"ملعوب","negative"
"ملل","negative"
"ملينا","negative"
"ممل","negative"
"منافق","negative"
"منافقين","negative"
"منحط","negative"
"منحله","negative"
"مهزله","negative"
"ميت","negative"
"ميته","negative"
"نار","negative"
"ناقص","negative"
"نجاسه","negative"
"نصاب","negative"
"نصابين","negative"
"نصب","negative"
"نفذ","negative"
"نهب","negative"
"هزلت","negative"
"الداعشي","negative"
"الفجور","negative"
"المسخره","negative"
"النفاق","negative"
"تدني","negative"
"وجع","negative"
"سامج","negative"
"وقف","negative"
"وقفه","negative"
"هدم","negative"
"وهميه","negative"
"يسحبون","negative"
"يلعن","negative"
"ياخذكم","negative"
"يتحمل","negative"
"يخرب","negative"
"يخسر","negative"
"يدفع","negative"
"يرثى","negative"
"يرحم","negative"
"يستهبلون","negative"
"يسرق","negative"
"يسب","negative"
"يشتكي","negative"
"يشتم","negative"
"يشفطون","negative"
"يطقطق","negative"
"يعانون","negative"
"يعاني","negative"
"يعبث","negative"
"يغبن","negative"
"يفشل","negative"
"يفضح","negative"
"يقطع","negative"
"يقهر","negative"
"يقهرني","negative"
"يكذبون","negative"
"يلعنكم","negative"
"يمحيهم","negative"
"يموت","negative"
"ينتقم","negative"
"ينرفز","negative"
"ينكد","negative"
"ينهبون","negative"
"اجلد","negative"
"احرج","negative"
"اخبث","negative"
"اخس","negative"
"اذناب","negative"
"اردى","negative"
"ازبل","negative"
"ازق","negative"
"استحوا","negative"
"استغفال","negative"
"اسكت","negative"
"اسوى","negative"
"اضعف","negative"
"اعدا","negative"
"اغبى","negative"
"اقذر","negative"
"اكسر","negative"
"الازعاج","negative"
"الجبان","negative"
"الجزم","negative"
"الخبيث","negative"
"الخداع","negative"
"الخرا","negative"
"الخنزير","negative"
"الردى","negative"
"الرعب","negative"
"الزلايب","negative"
"السئ","negative"
"السرق","negative"
"السوا","negative"
"السيئين","negative"
"السيا","negative"
"الشبهات","negative"
"الضجه","negative"
"الضعيفه","negative"
"العاهات","negative"
"العن","negative"
"الغبيه","negative"
"الفاشله","negative"
"الفاضحه","negative"
"الفقراويه","negative"
"القطيع","negative"
"اللعن","negative"
"اللعين","negative"
"اللوم","negative"
"المر","negative"
"المرتزقه","negative"
"الملعونه","negative"
"المنحطه","negative"
"النتنه","negative"
"الوقاحه","negative"
"اوقح","negative"
"ايقاف","negative"
"اعاقه","negative"
"بالغا","negative"
"بضعف","negative"
"بطا","negative"
"بطيء","negative"
"بنجلط","negative"
"تجاهل","negative"
"تخسر","negative"
"تستنزف","negative"
"تسحبون","negative"
"تسرق","negative"
"تشتكي","negative"
"تعاسه","negative"
"تعطيل","negative"
"تهاجم","negative"
"جلدهم","negative"
"حاربوا","negative"
"حاقدين","negative"
"حرامي","negative"
"حرق","negative"
"حسيب","negative"
"حمقا","negative"
"حيوانات","negative"
"حيونه","negative"
"خايس","negative"
"خدم","negative"
"خرا","negative"
"خزي","negative"
"خونه","negative"
"دلاخه","negative"
"ذبحنا","negative"
"ذبحهم","negative"
"زباله","negative"
"سئ","negative"
"سحبو","negative"
"سحقا","negative"
"سفاح","negative"
"سلب","negative"
"سود","negative"
"سيئ","negative"
"سيئين","negative"
"شتم","negative"
"شكوى","negative"
"صعوبه","negative"
"ضدكم","negative"
"ضعفه","negative"
"ظلما","negative"
"عاجزه","negative"
"عبيد","negative"
"عداوه","negative"
"عفن","negative"
"عقيمه","negative"
"عله","negative"
"عهر","negative"
"عهرا","negative"
"غبن","negative"
"غثونا","negative"
"غثيث","negative"
"غروره","negative"
"فاصل","negative"
"فشلها","negative"
"فشلو","negative"
"فضحكم","negative"
"قنبله","negative"
"كذبكم","negative"
"كذبو","negative"
"كره","negative"
"كرهت","negative"
"كرهي","negative"
"لعنبوكم","negative"
"متاخر","negative"
"متطرف","negative"
"مجبورين","negative"
"محاربه","negative"
"مخيف","negative"
"مرتزقه","negative"
"مزهريه","negative"
"مشبوه","negative"
"مشبوهه","negative"
"مضروب","negative"
"مفضوح","negative"
"مفضوحه","negative"
"ملاعين","negative"
"نخسر","negative"
"نقص","negative"
"هاجم","negative"
"هالاشكال","negative"
"هالمسخره","negative"
"هزيل","negative"
"وصخه","negative"
"وقاحه","negative"
"يجلط","negative"
"يحرق","negative"
"يرقع","negative"
"يسرقون","negative"
"يسقط","negative"
"يسلط","negative"
"يظلم","negative"
"يفضحهم","negative"
"يقتل","negative"
"يقهرك","negative"
"يكره","negative"
"يلعبون","negative"
"يلعنهم","negative"
"يمرض","negative"
"ينبحون","negative"
"يهاجمون","negative"
"ابادكم","negative"
"ابتزاز","negative"
"ابصقوا","negative"
"ابطا","negative"
"اتدبس","negative"
"اتفو","negative"
"اتقي","negative"
"اتهامات","negative"
"اتهموا","negative"
"اتهموها","negative"
"اجتثاثها","negative"
"احتكارها","negative"
"احتيال","negative"
"احتيالات","negative"
"احذفوها","negative"
"احراميه","negative"
"احزاب","negative"
"احزاها","negative"
"احقد","negative"
"اختلاس","negative"
"اخزاها","negative"
"اخسف","negative"
"اخلع","negative"
"اخيس","negative"
"ادفع","negative"
"ادمر","negative"
"اذاها","negative"
"اذت","negative"
"ارهابنا","negative"
"ارهابين","negative"
"ارهموني","negative"
"ازبلكم","negative"
"ازرف","negative"
"ازعجت","negative"
"ازعجتوني","negative"
"اساات","negative"
"اسامحكم","negative"
"اسب","negative"
"اسبكم","negative"
"استحت","negative"
"استحو","negative"
"استضعفوه","negative"
"استغرقت","negative"
"استغل","negative"
"استغلالها","negative"
"استغلالهم","negative"
"استغلالين","negative"
"استغلاليه","negative"
"استغلاليين","negative"
"استغنوا","negative"
"استكلبو","negative"
"استهتارهم","negative"
"اسرائيليتها","negative"
"اسرق","negative"
"اسرقوا","negative"
"اسعفونا","negative"
"اسفل","negative"
"اسو","negative"
"اسى","negative"
"اشتكوا","negative"
"اشتكى","negative"
"اشتكي","negative"
"اشتكيت","negative"
"اشد","negative"
"اشكو","negative"
"اضربوه","negative"
"اطقع","negative"
"اعاني","negative"
"اعجز","negative"
"اعدام","negative"
"اعطال","negative"
"اعفن","negative"
"اغلى","negative"
"افترا","negative"
"افضحوا","negative"
"افقر","negative"
"افلستونا","negative"
"افلسهم","negative"
"اقلوا","negative"
"اكرهكم","negative"
"اكلتنا","negative"
"الائرف","negative"
"الاباحه","negative"
"الاحتكار","negative"
"الاحتكارات","negative"
"الاحتيال","negative"
"الاختلاسات","negative"
"الاخونجيه","negative"
"الادهى","negative"
"الارخص","negative"
"الارهابين","negative"
"الارهابيه","negative"
"الاستحماريه","negative"
"الاستغلاليه","negative"
"الاسف","negative"
"الاسوى","negative"
"الاسى","negative"
"الاغبياا","negative"
"الافشل","negative"
"الافعى","negative"
"الافك","negative"
"الاكاذيب","negative"
"الالحاد","negative"
"الالعن","negative"
"الامتصاصات","negative"
"الانتهازيه","negative"
"الانحلال","negative"
"الانصب","negative"
"الانفصالات","negative"
"الانقطاع","negative"
"الاهوا","negative"
"الاوبئه","negative"
"بطئ","negative"
"بطيا","negative"
"بقرات","negative"
"تضليل","negative"
"تقطيع","negative"
"حقيره","negative"
"خياسه","negative"
"دجل","negative"
"رافضه","negative"
"رافضي","negative"
"الربحيه","negative"
"سروقين","negative"
"سم","negative"
"شكاوى","negative"
"صهاينه","negative"
"صهيونيه","negative"
"عبريه","negative"
"كاذب","negative"
"الكلبي","negative"
"اللص","negative"
"اللصين","negative"
"اللعنات","negative"
"الماحق","negative"
"الماسونيه","negative"
"المتخلفه","negative"
"المتصهينه","negative"
"المتصهينين","negative"
"المجرم","negative"
"المجرمين","negative"
"المجوس","negative"
"المحرض","negative"
"المرتدون","negative"
"المزبله","negative"
"المزعج","negative"
"المستحيل","negative"
"المسخ","negative"
"المسروقه","negative"
"المشتكى","negative"
"المعادي","negative"
"المعاديه","negative"
"المعايه","negative"
"المغفلين","negative"
"المفسد","negative"
"المفسده","negative"
"المقاطعه","negative"
"المقرف","negative"
"المقزز","negative"
"المليشيات","negative"
"المماطله","negative"
"المنحرف","negative"
"المنحط","negative"
"المنسلخه","negative"
"المنه","negative"
"المهلكه","negative"
"الموساد","negative"
"الميسه","negative"
"النار","negative"
"النتن","negative"
"النجاسات","negative"
"النصابه","negative"
"النصابين","negative"
"النصرانيه","negative"
"النفاقيه","negative"
"النكد","negative"
"الهجمه","negative"
"الهوى","negative"
"الوحل","negative"
"الوسوسه","negative"
"اليهود","negative"
"اليهودي","negative"
"امرضونا","negative"
"انتحاري","negative"
"انتقام","negative"
"انتقدت","negative"
"انتقدها","negative"
"انتهازيين","negative"
"انحرقت","negative"
"انصب","negative"
"انصح","negative"
"انعزال","negative"
"انفصل","negative"
"انفضح","negative"
"انفضحنا","negative"
"انقطاع","negative"
"انقطع","negative"
"انقطعت","negative"
"انقلبت","negative"
"انهب","negative"
"انهبوا","negative"
"اهلك","negative"
"اهلكهم","negative"
"اهنت","negative"
"اوجعتهم","negative"
"اوسخ","negative"
"اوسخه","negative"
"اوصخ","negative"
"باعو","negative"
"باعوا","negative"
"خدمه","negative"
"باهظه","negative"
"ببطئ","negative"
"ببكي","negative"
"تسرقنا","negative"
"بحجبكم","negative"
"حذف","negative"
"بحل","negative"
"خبثها","negative"
"بخسونا","negative"
"بدائي","negative"
"بستغبائه","negative"
"بسرق","negative"
"بسوا","negative"
"بطي","negative"
"بطيئ","negative"
"بلوك","negative"
"بهتانا","negative"
"بهدلتوني","negative"
"بهم","negative"
"بوق","negative"
"بيسوا","negative"
"تاخذهم","negative"
"تاخذون","negative"
"تاخذوها","negative"
"تبخل","negative"
"تبراو","negative"
"تبلد","negative"
"تبنه","negative"
"تتجهور","negative"
"تتعمدون","negative"
"تتقفل","negative"
"تجرم","negative"
"تجمدونه","negative"
"تجنس","negative"
"تحاربنا","negative"
"تحاربه","negative"
"تحتقر","negative"
"تحتكر","negative"
"تحلب","negative"
"تحليل","negative"
"تحومون","negative"
"تخدع","negative"
"تخسرون","negative"
"تخسف","negative"
"تخيس","negative"
"تدبل","negative"
"تدخل","negative"
"تدفع","negative"
"تدليسهم","negative"
"تدمرهم","negative"
"ترجي","negative"
"ترفع","negative"
"ترهيب","negative"
"تروج","negative"
"تزرف","negative"
"تزرفون","negative"
"تزول","negative"
"تزييف","negative"
"تستغلون","negative"
"تستفزنا","negative"
"تستهزا","negative"
"تسحبونا","negative"
"تسرقك","negative"
"تسرقو","negative"
"تسرقوا","negative"
"تسرقون","negative"
"تسرقونا","negative"
"تسفيه","negative"
"تسكيت","negative"
"تسلاب","negative"
"تسيا","negative"
"تسيب","negative"
"تشتكون","negative"
"تشوه","negative"
"تشوهات","negative"
"تشويهها","negative"
"تصريفه","negative"
"تصفق","negative"
"تصهين","negative"
"تضرري","negative"
"تضعف","negative"
"تضلل","negative"
"تضييقه","negative"
"تطفيش","negative"
"تطنيش","negative"
"تظلل","negative"
"تظليل","negative"
"تعادي","negative"
"تعاني","negative"
"تعبان","negative"
"تعقبون","negative"
"تعلق","negative"
"تعيسه","negative"
"تغرمونهم","negative"
"تغريبيه","negative"
"تغش","negative"
"تغفل","negative"
"تفخيخ","negative"
"تفصل","negative"
"تفصلون","negative"
"تفضح","negative"
"تفضحهم","negative"
"تفلس","negative"
"تفوا","negative"
"تفيه","negative"
"تقرف","negative"
"تقصف","negative"
"تقطع","negative"
"تقطعون","negative"
"تقفل","negative"
"تقفيل","negative"
"تقهروني","negative"
"تكذبون","negative"
"تلعب","negative"
"تلعن","negative"
"تلقم","negative"
"تلمع","negative"
"تلميعه","negative"
"تلهف","negative"
"تمردت","negative"
"تموت","negative"
"تنافس","negative"
"تنتقم","negative"
"تنتهي","negative"
"تنتيفهم","negative"
"تنجح","negative"
"تنحاز","negative"
"تنحرق","negative"
"تنذل","negative"
"تنسب","negative"
"تنصب","negative"
"تنصدم","negative"
"تنقلعون","negative"
"تنهبون","negative"
"تهبل","negative"
"تولع","negative"
"تولعوا","negative"
"جالطنا","negative"
"جرائمهم","negative"
"جزائي","negative"
"جشعكم","negative"
"جشعه","negative"
"جلاب","negative"
"جنونيه","negative"
"حاجبين","negative"
"حاذفها","negative"
"حارميه","negative"
"حاضفها","negative"
"حاله","negative"
"حاويات","negative"
"حتتقوا","negative"
"حتروحوا","negative"
"حثالتهم","negative"
"حدش","negative"
"حذفتها","negative"
"حذفناها","negative"
"حرايمه","negative"
"حرميه","negative"
"حسبس","negative"
"حسبنى","negative"
"حسبونا","negative"
"حسبيكم","negative"
"حسنوا","negative"
"حسوا","negative"
"حطمت","negative"
"حظر","negative"
"حظرني","negative"
"حقاره","negative"
"حقيرين","negative"
"حمقى","negative"
"حوش","negative"
"حيوانين","negative"
"خائس","negative"
"خائسه","negative"
"خائن","negative"
"خاتفو","negative"
"خارجي","negative"
"خافي","negative"
"خاليه","negative"
"خاينه","negative"
"خباثه","negative"
"خبثهم","negative"
"خداع","negative"
"خداعا","negative"
"خداعكم","negative"
"خدعت","negative"
"خرابه","negative"
"خرابيطكم","negative"
"خراط","negative"
"خربان","negative"
"خربتم","negative"
"خرده","negative"
"خره","negative"
"خسرته","negative"
"خسفوبك","negative"
"خشبه","negative"
"خفو","negative"
"خلصتوا","negative"
"خنثه","negative"
"خوان","negative"
"خوفو","negative"
"خياسهم","negative"
"دافعه","negative"
"دبلت","negative"
"درتم","negative"
"دعشنه","negative"
"دعوى","negative"
"دفعي","negative"
"دقر","negative"
"دلوخ","negative"
"دمرها","negative"
"ذلونا","negative"
"رافضيه","negative"
"رايحه","negative"
"ربويه","negative"
"رداه","negative"
"ردي","negative"
"رديئ","negative"
"رديئه","negative"
"رديا","negative"
"رغم","negative"
"رمه","negative"
"روافض","negative"
"روج","negative"
"زارفين","negative"
"زارفينا","negative"
"زج","negative"
"زرفتوني","negative"
"زرفكم","negative"
"زعل","negative"
"زعلانه","negative"
"زفتو","negative"
"زقاقه","negative"
"زقاقيه","negative"
"زقه","negative"
"زقوم","negative"
"زهقنا","negative"
"زودوها","negative"
"زورا","negative"
"سائغه","negative"
"سارق","negative"
"سارقك","negative"
"سارقينا","negative"
"ساكتين","negative"
"سانتقم","negative"
"سايق","negative"
"ستؤدبهم","negative"
"سحبوا","negative"
"سرائه","negative"
"سراقين","negative"
"سرقان","negative"
"سرقتم","negative"
"سرقتموه","negative"
"سرقتنا","negative"
"سرقتونا","negative"
"سرقتوني","negative"
"سرقو","negative"
"سرقوني","negative"
"سفله","negative"
"سلحفائي","negative"
"سلحفاه","negative"
"سلحفه","negative"
"سمومها","negative"
"سمومهم","negative"
"سواد","negative"
"سياه","negative"
"سيخونونك","negative"
"شاذه","negative"
"شبو","negative"
"شتمها","negative"
"شرفهم","negative"
"شرهتكم","negative"
"شرورها","negative"
"شعف","negative"
"شغلتنا","negative"
"شفاطين","negative"
"شفط","negative"
"شفطهم","negative"
"شك","negative"
"شكيتهم","negative"
"شكينا","negative"
"شن","negative"
"شوهت","negative"
"شيطان","negative"
"شيعي","negative"
"شيعيه","negative"
"صابر","negative"
"صبرك","negative"
"صبري","negative"
"صديد","negative"
"صرفوك","negative"
"صعيبه","negative"
"صفر","negative"
"ضافو","negative"
"ضخم","negative"
"ضررهم","negative"
"ضعيفا","negative"
"ضغطنا","negative"
"ضغطي","negative"
"ضغيف","negative"
"ضللته","negative"
"ضلمه","negative"
"طاغوتهم","negative"
"طاغيه","negative"
"طال","negative"
"طبول","negative"
"طفح","negative"
"طفى","negative"
"طماعين","negative"
"طيح","negative"
"ظالما","negative"
"عاجز","negative"
"عاطل","negative"
"عاقبت","negative"
"عالي","negative"
"عاليه","negative"
"عثراتكم","negative"
"عجزها","negative"
"عدائا","negative"
"عدائها","negative"
"عداه","negative"
"عدلو","negative"
"عدمه","negative"
"عدو","negative"
"عدوه","negative"
"عدوها","negative"
"عذاب","negative"
"عذب","negative"
"عذبتونا","negative"
"عشرميه","negative"
"علقت","negative"
"عنت","negative"
"عنعن","negative"
"عوايده","negative"
"عوجا","negative"
"عوع","negative"
"غال","negative"
"غبرا","negative"
"غثيتونا","negative"
"غشاشين","negative"
"فاك","negative"
"فجره","negative"
"فريسه","negative"
"فسد","negative"
"فصام","negative"
"فصل","negative"
"فصلت","negative"
"فصلو","negative"
"فضحتكم","negative"
"فضحنكم","negative"
"فضحوا","negative"
"فقش","negative"
"فك","negative"
"فكيو","negative"
"فلكيه","negative"
"فلوس","negative"
"فلوسنا","negative"
"قاتلكم","negative"
"قاردني","negative"
"قافله","negative"
"قبحها","negative"
"قتلى","negative"
"قتيعه","negative"
"قحاب","negative"
"قذارتك","negative"
"قذورات","negative"
"قرده","negative"
"قرفتونا","negative"
"قطعوا","negative"
"قلته","negative"
"قلعه","negative"
"قليله","negative"
"قمامه","negative"
"قيح","negative"
"كاذبين","negative"
"كافره","negative"
"كافي","negative"
"كدب","negative"
"كذباه","negative"
"كذبت","negative"
"كذبها","negative"
"كذبهم","negative"
"كراهيتهم","negative"
"كراهيتي","negative"
"كرهتوا","negative"
"كرهه","negative"
"كزابين","negative"
"كشفت","negative"
"كلبه","negative"
"كلبي","negative"
"كليتونا","negative"
"مغفل","negative"
"لئيمه","negative"
"لاعدا","negative"
"لتحتكر","negative"
"لتخريب","negative"
"لتدمر","negative"
"لعانه","negative"
"لعتها","negative"
